nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel
207 XR Sport 1.4 Flex 8V 3p,4723,44,2010 Gasolina,2010-1,2010,Gasolina,1
207 XR Sport 1.4 Flex 8V 3p,4723,44,2009 Gasolina,2009-1,2009,Gasolina,1
207 XR Sport 1.4 Flex 8V 5p,4724,44,2013 Gasolina,2013-1,2013,Gasolina,1
207 XR Sport 1.4 Flex 8V 5p,4724,44,2012 Gasolina,2012-1,2012,Gasolina,1
207 XR Sport 1.4 Flex 8V 5p,4724,44,2011 Gasolina,2011-1,2011,Gasolina,1
207 XR Sport 1.4 Flex 8V 5p,4724,44,2010 Gasolina,2010-1,2010,Gasolina,1
207 XR Sport 1.4 Flex 8V 5p,4724,44,2009 Gasolina,2009-1,2009,Gasolina,1
207 XS 1.6 Flex 16V 3p,4725,44,2010 Gasolina,2010-1,2010,Gasolina,1
207 XS 1.6 Flex 16V 3p,4725,44,2009 Gasolina,2009-1,2009,Gasolina,1
207 XS 1.6 Flex 16V 5p,4726,44,2013 Gasolina,2013-1,2013,Gasolina,1
207 XS 1.6 Flex 16V 5p,4726,44,2012 Gasolina,2012-1,2012,Gasolina,1
207 XS 1.6 Flex 16V 5p,4726,44,2011 Gasolina,2011-1,2011,Gasolina,1
207 XS 1.6 Flex 16V 5p,4726,44,2010 Gasolina,2010-1,2010,Gasolina,1
207 XS 1.6 Flex 16V 5p,4726,44,2009 Gasolina,2009-1,2009,Gasolina,1
207 XS 1.6 Flex 16V 5p Aut.,4727,44,2013 Gasolina,2013-1,2013,Gasolina,1
207 XS 1.6 Flex 16V 5p Aut.,4727,44,2012 Gasolina,2012-1,2012,Gasolina,1
207 XS 1.6 Flex 16V 5p Aut.,4727,44,2011 Gasolina,2011-1,2011,Gasolina,1
207 XS 1.6 Flex 16V 5p Aut.,4727,44,2010 Gasolina,2010-1,2010,Gasolina,1
207 XS 1.6 Flex 16V 5p Aut.,4727,44,2009 Gasolina,2009-1,2009,Gasolina,1
208 Active 1.2 Flex 12V 5p Mec.,7552,44,2020 Gasolina,2020-1,2020,Gasolina,1
208 Active 1.2 Flex 12V 5p Mec.,7552,44,2019 Gasolina,2019-1,2019,Gasolina,1
208 Active 1.2 Flex 12V 5p Mec.,7552,44,2018 Gasolina,2018-1,2018,Gasolina,1
208 Active 1.2 Flex 12V 5p Mec.,7552,44,2017 Gasolina,2017-1,2017,Gasolina,1
