nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel
Corsa Super 1.0 MPFI / 2p e 4p,1054,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Super 1.0 MPFI / 2p e 4p,1054,23,1998 Gasolina,1998-1,1998,Gasolina,1
Corsa Super 1.0 MPFI / 2p e 4p,1054,23,1997 Gasolina,1997-1,1997,Gasolina,1
Corsa Super 1.0 MPFI / 2p e 4p,1054,23,1996 Gasolina,1996-1,1996,Gasolina,1
Corsa Super 1.0 MPFI / 2p e 4p,1054,23,1995 Gasolina,1995-1,1995,Gasolina,1
Corsa Super 1.0 MPFI 16V 3p,1055,23,2000 Gasolina,2000-1,2000,Gasolina,1
Corsa Super 1.0 MPFI 16V 3p,1055,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Super 1.0 MPFI 16V 5p,1056,23,2002 Gasolina,2002-1,2002,Gasolina,1
Corsa Super 1.0 MPFI 16V 5p,1056,23,2001 Gasolina,2001-1,2001,Gasolina,1
Corsa Super 1.0 MPFI 16V 5p,1056,23,2000 Gasolina,2000-1,2000,Gasolina,1
Corsa Super 1.0 MPFI 16V 5p,1056,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Super 1.0 MPFI 16V 5p,1056,23,1998 Gasolina,1998-1,1998,Gasolina,1
Corsa Super 1.6 MPFI 8v 5p,1057,23,2002 Gasolina,2002-1,2002,Gasolina,1
Corsa Super 1.6 MPFI 8v 5p,1057,23,2001 Gasolina,2001-1,2001,Gasolina,1
Corsa Wagon GL 1.6 MPFI 4p,1058,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Wagon GL 1.6 MPFI 4p,1058,23,1998 Gasolina,1998-1,1998,Gasolina,1
Corsa Wagon GL 1.6 MPFI 4p,1058,23,1997 Gasolina,1997-1,1997,Gasolina,1
Corsa Wagon GLS 1.6 16V MPFI 4p,1059,23,2001 Gasolina,2001-1,2001,Gasolina,1
Corsa Wagon GLS 1.6 16V MPFI 4p,1059,23,2000 Gasolina,2000-1,2000,Gasolina,1
Corsa Wagon GLS 1.6 16V MPFI 4p,1059,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Wagon GLS 1.6 16V MPFI 4p,1059,23,1998 Gasolina,1998-1,1998,Gasolina,1
Corsa Wagon GLS 1.6 16V MPFI 4p,1059,23,1997 Gasolina,1997-1,1997,Gasolina,1
Corsa Wagon GLS 1.6 8V 4p,1060,23,2001 Gasolina,2001-1,2001,Gasolina,1
Corsa Wagon GLS 1.6 8V 4p,1060,23,2000 Gasolina,2000-1,2000,Gasolina,1
Corsa Wagon GLS 1.6 8V 4p,1060,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Wagon GLS 1.6 8V 4p,1060,23,1998 Gasolina,1998-1,1998,Gasolina,1
Corsa Wagon GLS 1.6 8V 4p,1060,23,1997 Gasolina,1997-1,1997,Gasolina,1
Corsa Wagon Super 1.0 MPFI 16V,1061,23,2002 Gasolina,2002-1,2002,Gasolina,1
Corsa Wagon Super 1.0 MPFI 16V,1061,23,2001 Gasolina,2001-1,2001,Gasolina,1
Corsa Wagon Super 1.0 MPFI 16V,1061,23,2000 Gasolina,2000-1,2000,Gasolina,1
Corsa Wagon Super 1.0 MPFI 16V,1061,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Wagon Super 1.6 MPFI 8v,1062,23,2002 Gasolina,2002-1,2002,Gasolina,1
Corsa Wagon Super 1.6 MPFI 8v,1062,23,2001 Gasolina,2001-1,2001,Gasolina,1
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,2002 Gasolina,2002-1,2002,Gasolina,1
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,2002 Álcool,2002-2,2002,Álcool,2
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,2001 Gasolina,2001-1,2001,Gasolina,1
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,2001 Álcool,2001-2,2001,Álcool,2
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,2000 Gasolina,2000-1,2000,Gasolina,1
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,2000 Álcool,2000-2,2000,Álcool,2
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,1999 Álcool,1999-2,1999,Álcool,2
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,1998 Gasolina,1998-1,1998,Gasolina,1
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,1997 Gasolina,1997-1,1997,Gasolina,1
Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,1063,23,1996 Gasolina,1996-1,1996,Gasolina,1
Corsa Wind 1.0 MPFI / EFI  2p,1064,23,2002 Gasolina,2002-1,2002,Gasolina,1
Corsa Wind 1.0 MPFI / EFI  2p,1064,23,2001 Gasolina,2001-1,2001,Gasolina,1
Corsa Wind 1.0 MPFI / EFI  2p,1064,23,2000 Gasolina,2000-1,2000,Gasolina,1
Corsa Wind 1.0 MPFI / EFI  2p,1064,23,2000 Álcool,2000-2,2000,Álcool,2
Corsa Wind 1.0 MPFI / EFI  2p,1064,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Wind 1.0 MPFI / EFI  2p,1064,23,1998 Gasolina,1998-1,1998,Gasolina,1
Corsa Wind 1.0 MPFI / EFI  2p,1064,23,1997 Gasolina,1997-1,1997,Gasolina,1
Corsa Wind 1.0 MPFI / EFI  2p,1064,23,1996 Gasolina,1996-1,1996,Gasolina,1
Corsa Wind 1.0 MPFI / EFI  2p,1064,23,1995 Gasolina,1995-1,1995,Gasolina,1
Corsa Wind 1.0 MPFI / EFI  2p,1064,23,1994 Gasolina,1994-1,1994,Gasolina,1
Corsa Wind 1.6 MPFi 2p,1065,23,2002 Gasolina,2002-1,2002,Gasolina,1
Corsa Wind 1.6 MPFi 2p,1065,23,2001 Gasolina,2001-1,2001,Gasolina,1
Corsa Wind 1.6 MPFi 2p,1065,23,2000 Gasolina,2000-1,2000,Gasolina,1
Corsa Wind 1.6 MPFi 2p,1065,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Wind 1.6 MPFi 2p,1065,23,1998 Gasolina,1998-1,1998,Gasolina,1
Corsa Wind 1.6 MPFi 4p,1066,23,2002 Gasolina,2002-1,2002,Gasolina,1
Corsa Wind 1.6 MPFi 4p,1066,23,2001 Gasolina,2001-1,2001,Gasolina,1
Corsa Wind 1.6 MPFi 4p,1066,23,2000 Gasolina,2000-1,2000,Gasolina,1
Corsa Wind 1.6 MPFi 4p,1066,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Wind 1.6 MPFi 4p,1066,23,1998 Gasolina,1998-1,1998,Gasolina,1
Corsa Wind Piquet/ Champ 1.0 MPFI 2p,1067,23,1999 Gasolina,1999-1,1999,Gasolina,1
Corsa Wind Piquet/ Champ 1.0 MPFI 2p,1067,23,1998 Gasolina,1998-1,1998,Gasolina,1
Corsa Wind Piquet/ Champ 1.0 MPFI 2p,1067,23,1997 Gasolina,1997-1,1997,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,2015 Gasolina,2015-1,2015,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,2012 Gasolina,2012-1,2012,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,2011 Gasolina,2011-1,2011,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,2010 Gasolina,2010-1,2010,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,2009 Gasolina,2009-1,2009,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,2008 Gasolina,2008-1,2008,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,2007 Gasolina,2007-1,2007,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,2002 Gasolina,2002-1,2002,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,2000 Gasolina,2000-1,2000,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,1999 Gasolina,1999-1,1999,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,1995 Gasolina,1995-1,1995,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",1068,23,1991 Gasolina,1991-1,1991,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2015 Gasolina,2015-1,2015,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2014 Gasolina,2014-1,2014,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2013 Gasolina,2013-1,2013,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2012 Gasolina,2012-1,2012,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2011 Gasolina,2011-1,2011,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2010 Gasolina,2010-1,2010,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2009 Gasolina,2009-1,2009,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2008 Gasolina,2008-1,2008,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2007 Gasolina,2007-1,2007,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2006 Gasolina,2006-1,2006,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2005 Gasolina,2005-1,2005,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2004 Gasolina,2004-1,2004,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2002 Gasolina,2002-1,2002,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2001 Gasolina,2001-1,2001,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,2000 Gasolina,2000-1,2000,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,1999 Gasolina,1999-1,1999,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,1998 Gasolina,1998-1,1998,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,1995 Gasolina,1995-1,1995,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,1994 Gasolina,1994-1,1994,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,1993 Gasolina,1993-1,1993,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,1992 Gasolina,1992-1,1992,Gasolina,1
"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",1069,23,1991 Gasolina,1991-1,1991,Gasolina,1
CRUZE Black Bow Tie 1.4 TB Flex 4p Aut,8573,23,2019 Gasolina,2019-1,2019,Gasolina,1
CRUZE HB Black Bow Tie 1.4 TB Flex Aut.,8574,23,2019 Gasolina,2019-1,2019,Gasolina,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,5975,23,2016 Gasolina,2016-1,2016,Gasolina,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,5975,23,2015 Gasolina,2015-1,2015,Gasolina,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,5975,23,2014 Gasolina,2014-1,2014,Gasolina,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,5975,23,2013 Gasolina,2013-1,2013,Gasolina,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,5975,23,2012 Gasolina,2012-1,2012,Gasolina,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Mec,5976,23,2016 Gasolina,2016-1,2016,Gasolina,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Mec,5976,23,2015 Gasolina,2015-1,2015,Gasolina,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Mec,5976,23,2014 Gasolina,2014-1,2014,Gasolina,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Mec,5976,23,2013 Gasolina,2013-1,2013,Gasolina,1
CRUZE HB Sport LT 1.8 16V FlexP. 5p Mec,5976,23,2012 Gasolina,2012-1,2012,Gasolina,1
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut,5977,23,2016 Gasolina,2016-1,2016,Gasolina,1
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut,5977,23,2015 Gasolina,2015-1,2015,Gasolina,1
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut,5977,23,2014 Gasolina,2014-1,2014,Gasolina,1
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut,5977,23,2013 Gasolina,2013-1,2013,Gasolina,1
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut,5977,23,2012 Gasolina,2012-1,2012,Gasolina,1
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Mec,5978,23,2014 Gasolina,2014-1,2014,Gasolina,1
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Mec,5978,23,2013 Gasolina,2013-1,2013,Gasolina,1
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Mec,5978,23,2012 Gasolina,2012-1,2012,Gasolina,1
CRUZE LT 1.4 16V Turbo Flex 4p Aut.,7618,23,32000 Gasolina,32000-1,32000,Gasolina,1
CRUZE LT 1.4 16V Turbo Flex 4p Aut.,7618,23,2023 Gasolina,2023-1,2023,Gasolina,1
CRUZE LT 1.4 16V Turbo Flex 4p Aut.,7618,23,2022 Gasolina,2022-1,2022,Gasolina,1
CRUZE LT 1.4 16V Turbo Flex 4p Aut.,7618,23,2021 Gasolina,2021-1,2021,Gasolina,1
CRUZE LT 1.4 16V Turbo Flex 4p Aut.,7618,23,2020 Gasolina,2020-1,2020,Gasolina,1
CRUZE LT 1.4 16V Turbo Flex 4p Aut.,7618,23,2019 Gasolina,2019-1,2019,Gasolina,1
CRUZE LT 1.4 16V Turbo Flex 4p Aut.,7618,23,2018 Gasolina,2018-1,2018,Gasolina,1
CRUZE LT 1.4 16V Turbo Flex 4p Aut.,7618,23,2017 Gasolina,2017-1,2017,Gasolina,1
CRUZE LT 1.8 16V FlexPower 4p Aut.,5635,23,2016 Gasolina,2016-1,2016,Gasolina,1
CRUZE LT 1.8 16V FlexPower 4p Aut.,5635,23,2015 Gasolina,2015-1,2015,Gasolina,1
CRUZE LT 1.8 16V FlexPower 4p Aut.,5635,23,2014 Gasolina,2014-1,2014,Gasolina,1
CRUZE LT 1.8 16V FlexPower 4p Aut.,5635,23,2013 Gasolina,2013-1,2013,Gasolina,1
CRUZE LT 1.8 16V FlexPower 4p Aut.,5635,23,2012 Gasolina,2012-1,2012,Gasolina,1
CRUZE LT 1.8 16V FlexPower 4p Mec.,5636,23,2016 Gasolina,2016-1,2016,Gasolina,1
CRUZE LT 1.8 16V FlexPower 4p Mec.,5636,23,2015 Gasolina,2015-1,2015,Gasolina,1
CRUZE LT 1.8 16V FlexPower 4p Mec.,5636,23,2014 Gasolina,2014-1,2014,Gasolina,1
CRUZE LT 1.8 16V FlexPower 4p Mec.,5636,23,2013 Gasolina,2013-1,2013,Gasolina,1
CRUZE LT 1.8 16V FlexPower 4p Mec.,5636,23,2012 Gasolina,2012-1,2012,Gasolina,1
CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.,7619,23,32000 Gasolina,32000-1,32000,Gasolina,1
CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.,7619,23,2023 Gasolina,2023-1,2023,Gasolina,1
CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.,7619,23,2022 Gasolina,2022-1,2022,Gasolina,1
CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.,7619,23,2021 Gasolina,2021-1,2021,Gasolina,1
CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.,7619,23,2019 Gasolina,2019-1,2019,Gasolina,1
CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.,7619,23,2018 Gasolina,2018-1,2018,Gasolina,1
CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.,7619,23,2017 Gasolina,2017-1,2017,Gasolina,1
CRUZE LTZ 1.8 16V FlexPower 4p Aut.,5637,23,2016 Gasolina,2016-1,2016,Gasolina,1
CRUZE LTZ 1.8 16V FlexPower 4p Aut.,5637,23,2015 Gasolina,2015-1,2015,Gasolina,1
CRUZE LTZ 1.8 16V FlexPower 4p Aut.,5637,23,2014 Gasolina,2014-1,2014,Gasolina,1
CRUZE LTZ 1.8 16V FlexPower 4p Aut.,5637,23,2013 Gasolina,2013-1,2013,Gasolina,1
CRUZE LTZ 1.8 16V FlexPower 4p Aut.,5637,23,2012 Gasolina,2012-1,2012,Gasolina,1
CRUZE Midnight 1.4 16V TB Flex Aut.,9735,23,32000 Gasolina,32000-1,32000,Gasolina,1
CRUZE Midnight 1.4 16V TB Flex Aut.,9735,23,2023 Gasolina,2023-1,2023,Gasolina,1
CRUZE Midnight 1.4 16V TB Flex Aut.,9735,23,2022 Gasolina,2022-1,2022,Gasolina,1
CRUZE Premier 1.4 16V TB Flex Aut.,8885,23,32000 Gasolina,32000-1,32000,Gasolina,1
CRUZE Premier 1.4 16V TB Flex Aut.,8885,23,2023 Gasolina,2023-1,2023,Gasolina,1
CRUZE Premier 1.4 16V TB Flex Aut.,8885,23,2022 Gasolina,2022-1,2022,Gasolina,1
CRUZE Premier 1.4 16V TB Flex Aut.,8885,23,2021 Gasolina,2021-1,2021,Gasolina,1
CRUZE Premier 1.4 16V TB Flex Aut.,8885,23,2020 Gasolina,2020-1,2020,Gasolina,1
CRUZE Sport LT 1.4 16V TB Flex 5p Aut.,7827,23,2022 Gasolina,2022-1,2022,Gasolina,1
CRUZE Sport LT 1.4 16V TB Flex 5p Aut.,7827,23,2021 Gasolina,2021-1,2021,Gasolina,1
CRUZE Sport LT 1.4 16V TB Flex 5p Aut.,7827,23,2020 Gasolina,2020-1,2020,Gasolina,1
CRUZE Sport LT 1.4 16V TB Flex 5p Aut.,7827,23,2019 Gasolina,2019-1,2019,Gasolina,1
CRUZE Sport LT 1.4 16V TB Flex 5p Aut.,7827,23,2018 Gasolina,2018-1,2018,Gasolina,1
CRUZE Sport LT 1.4 16V TB Flex 5p Aut.,7827,23,2017 Gasolina,2017-1,2017,Gasolina,1
CRUZE Sport LTZ 1.4 16V TB Flex 5p Aut.,7828,23,2022 Gasolina,2022-1,2022,Gasolina,1
CRUZE Sport LTZ 1.4 16V TB Flex 5p Aut.,7828,23,2021 Gasolina,2021-1,2021,Gasolina,1
CRUZE Sport LTZ 1.4 16V TB Flex 5p Aut.,7828,23,2019 Gasolina,2019-1,2019,Gasolina,1
CRUZE Sport LTZ 1.4 16V TB Flex 5p Aut.,7828,23,2018 Gasolina,2018-1,2018,Gasolina,1
CRUZE Sport LTZ 1.4 16V TB Flex 5p Aut.,7828,23,2017 Gasolina,2017-1,2017,Gasolina,1
CRUZE Sport Premier 1.4 16V TB Flex Aut.,8886,23,2022 Gasolina,2022-1,2022,Gasolina,1
CRUZE Sport Premier 1.4 16V TB Flex Aut.,8886,23,2021 Gasolina,2021-1,2021,Gasolina,1
CRUZE Sport Premier 1.4 16V TB Flex Aut.,8886,23,2020 Gasolina,2020-1,2020,Gasolina,1
CRUZE Sport RS 1.4 16V TB Flex 5p Aut.,9736,23,32000 Gasolina,32000-1,32000,Gasolina,1
CRUZE Sport RS 1.4 16V TB Flex 5p Aut.,9736,23,2023 Gasolina,2023-1,2023,Gasolina,1
CRUZE Sport RS 1.4 16V TB Flex 5p Aut.,9736,23,2022 Gasolina,2022-1,2022,Gasolina,1
D-10 CD Diesel,1070,23,1985 Diesel,1985-3,1985,Diesel,3
D-10 Diesel,1071,23,1985 Diesel,1985-3,1985,Diesel,3
D-20 4.0 Champ/Conquest/El Caminho Dies.,1072,23,1996 Diesel,1996-3,1996,Diesel,3
D-20 4.0 Champ/Conquest/El Caminho Dies.,1072,23,1995 Diesel,1995-3,1995,Diesel,3
D-20 4.0 Champ/Conquest/El Caminho Dies.,1072,23,1994 Diesel,1994-3,1994,Diesel,3
D-20 4.0 Champ/Conquest/El Caminho Dies.,1072,23,1993 Diesel,1993-3,1993,Diesel,3
D-20 4.0 Champ/Conquest/El Caminho Dies.,1072,23,1992 Diesel,1992-3,1992,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1996 Diesel,1996-3,1996,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1995 Diesel,1995-3,1995,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1994 Diesel,1994-3,1994,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1993 Diesel,1993-3,1993,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1992 Diesel,1992-3,1992,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1991 Diesel,1991-3,1991,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1990 Diesel,1990-3,1990,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1989 Diesel,1989-3,1989,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1988 Diesel,1988-3,1988,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1987 Diesel,1987-3,1987,Diesel,3
D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1073,23,1986 Diesel,1986-3,1986,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1996 Diesel,1996-3,1996,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1995 Diesel,1995-3,1995,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1994 Diesel,1994-3,1994,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1993 Diesel,1993-3,1993,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1992 Diesel,1992-3,1992,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1991 Diesel,1991-3,1991,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1990 Diesel,1990-3,1990,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1989 Diesel,1989-3,1989,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1988 Diesel,1988-3,1988,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1987 Diesel,1987-3,1987,Diesel,3
D-20 S / El Caminho 3.9/4.0 CD T.Dies,1076,23,1986 Diesel,1986-3,1986,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1996 Diesel,1996-3,1996,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1995 Diesel,1995-3,1995,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1994 Diesel,1994-3,1994,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1993 Diesel,1993-3,1993,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1992 Diesel,1992-3,1992,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1991 Diesel,1991-3,1991,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1990 Diesel,1990-3,1990,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1989 Diesel,1989-3,1989,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1988 Diesel,1988-3,1988,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1987 Diesel,1987-3,1987,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1986 Diesel,1986-3,1986,Diesel,3
D-20 S / Luxe 3.9/4.0 Diesel,1074,23,1985 Diesel,1985-3,1985,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1996 Diesel,1996-3,1996,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1995 Diesel,1995-3,1995,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1994 Diesel,1994-3,1994,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1993 Diesel,1993-3,1993,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1992 Diesel,1992-3,1992,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1991 Diesel,1991-3,1991,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1990 Diesel,1990-3,1990,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1989 Diesel,1989-3,1989,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1988 Diesel,1988-3,1988,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1987 Diesel,1987-3,1987,Diesel,3
D-20 S / Luxe 3.9/4.0 T.Diesel,1075,23,1986 Diesel,1986-3,1986,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1996 Diesel,1996-3,1996,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1995 Diesel,1995-3,1995,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1994 Diesel,1994-3,1994,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1993 Diesel,1993-3,1993,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1992 Diesel,1992-3,1992,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1991 Diesel,1991-3,1991,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1990 Diesel,1990-3,1990,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1989 Diesel,1989-3,1989,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1988 Diesel,1988-3,1988,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1987 Diesel,1987-3,1987,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1986 Diesel,1986-3,1986,Diesel,3
D-20 S 3.9/4.0 Turbo Diesel,1077,23,1985 Diesel,1985-3,1985,Diesel,3
EQUINOX LT 1.5 Turbo 172cv Aut.,9081,23,2020 Gasolina,2020-1,2020,Gasolina,1
EQUINOX LT 2.0 Turbo 262cv Aut.,8150,23,2019 Gasolina,2019-1,2019,Gasolina,1
EQUINOX LT 2.0 Turbo 262cv Aut.,8150,23,2018 Gasolina,2018-1,2018,Gasolina,1
EQUINOX Midnight 1.5 Turbo 172cv Aut.,9082,23,2020 Gasolina,2020-1,2020,Gasolina,1
EQUINOX Premier 1.5 Turbo 172cv Aut.,9135,23,32000 Gasolina,32000-1,32000,Gasolina,1
