nome_veiculo,cod_veiculo,cod_marca,cod_veiculo_especifico
F-1000 XLT 2.5 HSD Diesel TB,746,22,"[{'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}]"
F-1000 XLT 4x4 Diesel Turbo,747,22,"[{'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}, {'Label': '1996 Diesel', 'Value': '1996-3'}]"
F-1000 XLT CE 4.9i,748,22,"[{'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}]"
F-1000 XLT Diesel Turbo,749,22,"[{'Label': '1998 Diesel', 'Value': '1998-3'}, {'Label': '1997 Diesel', 'Value': '1997-3'}]"
F-1000 XLT/XL Lighting 4.9i,750,22,"[{'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}]"
F-150 Lariat 4x4 5.0 V8,10398,22,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
F-150 Platinum 4x4 5.0 V8,10399,22,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
F-150 XL Triton 4.3 V6,751,22,"[{'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}]"
F-150 XLT Triton 4.3,752,22,"[{'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}]"
F-150 XLT Triton 4.6 V8,753,22,"[{'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}]"
F-150 XLT Triton 5.8,754,22,"[{'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}]"
F-250 F-MILHA CD 3.9 TB Diesel,5191,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}]"
F-250 Tropica./Tropmine Exec. 3.9 Diesel,6032,22,"[{'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 TropiCab CE 3.9 TB Diesel,4161,22,"[{'Label': '2012 Diesel', 'Value': '2012-3'}, {'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 Tropical 3.9 Diesel,755,22,"[{'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}]"
F-250 Tropical 4.2 CE / CD Diesel TB,756,22,"[{'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}, {'Label': '2003 Diesel', 'Value': '2003-3'}, {'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}]"
F-250 Tropical 4.2 V6,757,22,"[{'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
F-250 Tropical SL/ Van T.Diesel (todas),758,22,"[{'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}, {'Label': '2003 Diesel', 'Value': '2003-3'}, {'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}]"
F-250 Tropicampo CD 3.9 TB Diesel,4162,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 Tropiclassic 3.9 TB Diesel,4163,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 Tropivan Executive 3.9 TB Diesel,4164,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 Tropivan/Tropi. Plus 3.9 TB Diesel,4165,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 XL 3.9 4x2 Diesel,762,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}]"
F-250 XL 3.9 4x4 TB Diesel,4056,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 XL 3.9 CD TB Diesel,4057,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 XL 4.2 180cv CD TB Diesel,759,22,"[{'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}]"
F-250 XL 4.2 Turbo Diesel,760,22,"[{'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}, {'Label': '2003 Diesel', 'Value': '2003-3'}, {'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}]"
F-250 XL 4.2 V6,761,22,"[{'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
F-250 XL Super Duty 3.9 Diesel,763,22,"[{'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}]"
F-250 XL Super Duty 4.2 TB Diesel,764,22,"[{'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}]"
F-250 XL Super Duty 4.2 V6,765,22,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
F-250 XLT 3.9 4x2 CD TB Diesel,4058,22,"[{'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 XLT 3.9 4x2 Diesel TB,766,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}, {'Label': '1998 Diesel', 'Value': '1998-3'}]"
F-250 XLT 3.9 4x4 CD TB Diesel,4059,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 XLT 3.9 4x4 TB Diesel,4060,22,"[{'Label': '2011 Diesel', 'Value': '2011-3'}, {'Label': '2010 Diesel', 'Value': '2010-3'}, {'Label': '2009 Diesel', 'Value': '2009-3'}, {'Label': '2008 Diesel', 'Value': '2008-3'}, {'Label': '2007 Diesel', 'Value': '2007-3'}]"
F-250 XLT 4.2 180cv CD TB Diesel,767,22,"[{'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}]"
F-250 XLT 4.2 TB Diesel,768,22,"[{'Label': '2006 Diesel', 'Value': '2006-3'}, {'Label': '2005 Diesel', 'Value': '2005-3'}, {'Label': '2004 Diesel', 'Value': '2004-3'}, {'Label': '2003 Diesel', 'Value': '2003-3'}, {'Label': '2002 Diesel', 'Value': '2002-3'}, {'Label': '2001 Diesel', 'Value': '2001-3'}, {'Label': '2000 Diesel', 'Value': '2000-3'}, {'Label': '1999 Diesel', 'Value': '1999-3'}]"
F-250 XLT 4.2 V6,769,22,"[{'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,4135,22,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
Fiesta 1.0i 3p e 5p,770,22,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}]"
Fiesta 1.3  3p e 5p,771,22,"[{'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}]"
Fiesta 1.5 16V Flex Mec. 5p,6422,22,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
Fiesta 1.6 16V Flex Aut. 5p,6423,22,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
Fiesta 1.6 16V Flex Mec. 5p,6424,22,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,772,22,"[{'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
Fiesta Class 1.0 2p,773,22,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
Fiesta Class 1.0 4p,774,22,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
Fiesta Class 1.6 8V 98cv 5p,775,22,"[{'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
Fiesta CLX 1.3i 3p,776,22,"[{'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}]"
Fiesta CLX 1.3i 5p,777,22,"[{'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}]"
Fiesta CLX 1.4i 16V 3p e 5p,778,22,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}]"
Fiesta GL 1.0 3p,779,22,"[{'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Fiesta GL 1.0 5p,780,22,"[{'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Fiesta GL Class 1.0i 5p,781,22,"[{'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Fiesta GLX 1.6 8V 3p,782,22,"[{'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Fiesta GLX 1.6 8V 5p,783,22,"[{'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Fiesta Personnalité 1.0 8V 66cv 5p,784,22,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
Fiesta S 1.0 8V Flex 5p,6425,22,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Fiesta SE 1.0 8V Flex 5p,6426,22,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Fiesta SE 1.6 16V Flex 5p,5668,22,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
Fiesta SE 1.6 8V Flex 5p,6427,22,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Fiesta SE Plus 1.6 16V Flex Aut. 5p,8148,22,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
Fiesta SE Plus Direct 1.6 16V Flex Aut.,8008,22,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}]"
Fiesta SE Style 1.6 16V Flex Mec. 5p,7753,22,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
Fiesta Sed. 1.6 8V Flex 4p,785,22,"[{'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
Fiesta Sed. Personnalité 1.0 8V 4p,786,22,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
Fiesta Sed. Supercharger 1.0 8V 4p,787,22,"[{'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
Fiesta Sed. TI./TI.Plus1.6 16V Flex Aut.,6523,22,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Fiesta Sedan 1.0 8V Flex 4p,4136,22,"[{'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
Fiesta Sedan 1.6 16V Flex Aut.,6521,22,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Fiesta Sedan 1.6 16V Flex Mec.,6522,22,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Fiesta Sedan S 1.0 8V Flex 4p,6428,22,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Fiesta Sedan SE 1.0 8V Flex 4p,6429,22,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Fiesta Sedan SE 1.6 16V Flex 4p,5345,22,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
Fiesta Sedan SE 1.6 8V Flex 4p,6430,22,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Fiesta Sedan SEL 1.6 16V Flex Aut.,8047,22,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}]"
Fiesta Sedan SEL 1.6 16V Flex Mec.,8048,22,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}]"
Fiesta Sedan Street 1.0 8v 4p,788,22,"[{'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}]"
Fiesta Sedan Street 1.6 8v 4p,789,22,"[{'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}]"
Fiesta Sedan TITANIUM 1.6 16V Flex Mec,6524,22,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Fiesta SEL 1.0 12V EcoBoost Aut. 5p,8009,22,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}]"
Fiesta SEL 1.6 16V Flex  Aut. 5p,7659,22,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
Fiesta SEL 1.6 16V Flex Mec. 5p,7660,22,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
Fiesta SEL Style 1.0 EcoBoost Aut . 5p,8177,22,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
Fiesta SEL Style 1.6 16V Flex Mec. 5p,7754,22,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}]"
Fiesta Sport 1.0MPi 4p,790,22,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Fiesta Sport 1.6 16V Flex Mec.,7184,22,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}]"
Fiesta Sport 1.6MPi 4p,791,22,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Fiesta Street 1.0 8v 3p,792,22,"[{'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}]"
Fiesta Street 1.6 8v 95cv 5p,793,22,"[{'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}]"
Fiesta Street/ Action 1.0 8v 5p,794,22,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}]"
Fiesta Supercharger 1.0 8V 95cv 5p,795,22,"[{'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
Fiesta TIT./TIT.Plus 1.6 16V Flex Aut.,6431,22,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
Fiesta TIT.Plus 1.0 12V EcoBoost Aut. 5p,7661,22,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
Fiesta TITANIUM 1.6 16V Flex Mec.,6432,22,"[{'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
Fiesta TRAIL 1.0 8V Flex 5p,4409,22,"[{'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
Fiesta TRAIL 1.6 8V Flex 5p,4410,22,"[{'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}]"
Focus 1.6 S/1.6 SE Flex 16v 5p Aut,6610,22,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
Focus 1.6 S/SE/SE Plus Flex 8V/16V  5p,796,22,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
Focus 1.8 16V 5p,797,22,"[{'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}]"
