nome_veiculo,cod_veiculo,cod_marca,cod_veiculo_especifico
Clio Sed. Alizé 1.6/ 1.6 Hi-Flex 16v 4p,2019,48,"[{'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}]"
Clio Sed. Authentique Hi-Flex 1.0 16V 4p,3908,48,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Clio Sed. Authentique Hi-Flex 1.6 16V 4p,2020,48,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
Clio Sed. Expression Hi-Flex 1.0 16V 4p,3909,48,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Clio Sed. Hi-Flex/Exp.Hi-Flex 1.6 16V 4p,2021,48,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
Clio Sed. Privilège Hi-Flex 1.0 16V 4p,3910,48,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Clio Sed. Privilège Hi-Flex 1.6 16V 4p,2022,48,"[{'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,2023,48,"[{'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}]"
Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,2024,48,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,2025,48,"[{'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Clio Sedan Authentique 1.6 16V 110cv 4p,2026,48,"[{'Label': '2005 Gasolina', 'Value': '2005-1'}]"
Clio Sedan Egeus Hi-Flex 1.0 16V 4p,3995,48,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Clio Sedan Egeus Hi-Flex 1.6 16V 4p,3996,48,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}]"
Clio Sedan RN/ Expression 1.6 16V 4p,2027,48,"[{'Label': '2005 Gasolina', 'Value': '2005-1'}, {'Label': '2004 Gasolina', 'Value': '2004-1'}, {'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}, {'Label': '2000 Gasolina', 'Value': '2000-1'}]"
Clio SI 1.6 16V 4p,2028,48,"[{'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}, {'Label': '2001 Gasolina', 'Value': '2001-1'}]"
Clio Tech Run 1.0 16v 70cv 5p,2029,48,"[{'Label': '2003 Gasolina', 'Value': '2003-1'}, {'Label': '2002 Gasolina', 'Value': '2002-1'}]"
DUSTER 1.6 Hi-Flex 16V Mec.,5671,48,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
DUSTER Authent. 1.6 Flex 16V Aut.,9592,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
DUSTER DAKAR 4x2 1.6 Hi-Flex 16V Mec.,7403,48,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
DUSTER DAKAR 4x2 2.0 Hi-Flex 16V Aut.,7928,48,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
DUSTER DAKAR 4x4 2.0 Hi-Flex 16V Mec.,7434,48,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
DUSTER Dynamique 1.6 Flex 16V Aut.,7993,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
DUSTER Dynamique 1.6 Flex 16V Mec.,5672,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
DUSTER Dynamique 2.0 Flex 16V Aut.,5673,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,5674,48,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,5675,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
DUSTER Expression 1.6 Flex 16V Aut.,7992,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}]"
DUSTER Expression 1.6 Hi-Flex 16V Mec.,5676,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
DUSTER GoPro 1.6 16V Flex Aut.,8785,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}]"
DUSTER GoPro 4x4 2.0 Hi-Flex 16V Mec.,8786,48,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}]"
DUSTER Iconic 1.3 TB 16V Flex Aut.,9738,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}]"
DUSTER Iconic 1.6 16V Flex Aut.,9061,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
DUSTER Iconic Plus 1.3 TB 16V Flex Aut.,10917,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
DUSTER Iconic Plus 1.6 16V Flex Aut.,10918,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
840Ci,225,7,"[{'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}, {'Label': '1992 Gasolina', 'Value': '1992-1'}]"
840CiA,226,7,"[{'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}, {'Label': '1992 Gasolina', 'Value': '1992-1'}]"
850Ci/CiA 5.0 24V,227,7,"[{'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}, {'Label': '1992 Gasolina', 'Value': '1992-1'}, {'Label': '1991 Gasolina', 'Value': '1991-1'}]"
850Ci/CiA 5.4 24V,228,7,"[{'Label': '1998 Gasolina', 'Value': '1998-1'}, {'Label': '1997 Gasolina', 'Value': '1997-1'}, {'Label': '1996 Gasolina', 'Value': '1996-1'}]"
850CSi 5.6 24V,229,7,"[{'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}, {'Label': '1992 Gasolina', 'Value': '1992-1'}]"
850i 5.0 24V,230,7,"[{'Label': '1996 Gasolina', 'Value': '1996-1'}, {'Label': '1995 Gasolina', 'Value': '1995-1'}, {'Label': '1994 Gasolina', 'Value': '1994-1'}, {'Label': '1993 Gasolina', 'Value': '1993-1'}, {'Label': '1992 Gasolina', 'Value': '1992-1'}, {'Label': '1991 Gasolina', 'Value': '1991-1'}]"
i3 Bev 170cv Aut. (Elétrico),8817,7,"[{'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
i3 Bev Connected 170cv Aut. (Elétrico),8818,7,"[{'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
i3 Bev Full 170cv Aut. (Elétrico),8819,7,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
i3 Bev Un. Forever 170cv Aut. (Életrico),9861,7,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}]"
i3 Rex E Drive 170cv Aut.(Elétrico),7023,7,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}]"
i3 Rex E Drive Connected Aut. (Elétrico),8734,7,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}]"
i3 Rex E Drive Full 170cv Aut.(Elétrico),7024,7,"[{'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}]"
i4 e-Drive 35 M Sport (Elétrico),10668,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
i4 e-Drive 40 M Sport (Elétrico),10669,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
i4 M50 (Elétrico),10371,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
i5 M60 (Elétrico),10989,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
i7 XDrive 60 M Sport Aut. (Elétrico),10824,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
i8 e-Drive 1.5 TB 12V  Aut. (Híbrido),10019,7,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}]"
i8 Road. e-Drive 1.5 TB 12V Aut. (Híb.),10020,7,"[{'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}]"
iX 1 eDrive20 X-Line Aut. (Elétrico),11103,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
iX 1 xDrive 30 M Sport (Elétrico),10755,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
iX 2 xDrive 30 M Sport (Elétrico),11104,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
iX 3 M Sport Aut.(Elétrico),9910,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}]"
iX M60 (Elétrico),10782,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
iX XDrive 40 Aut. (Elétrico),9863,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}]"
iX XDrive 50 Sport Aut. (Elétrico),9864,7,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}]"
M 135i 3.0 TB 24V 320cv,10784,7,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
M 135i XDRIVE 2.0 TB 306cv Aut.,10785,7,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
M 235i Coupe 3.0 24V 326cv,6910,7,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
M Roadster,231,7,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}]"
M1 Coupe 3.0 24V 340cv,5719,7,"[{'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
M140i 3.0  24V 340cv 5p,7823,7,"[{'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
M2 Competition 3.0 Bi-Turbo 410cv Aut.,8439,7,"[{'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}]"
M2 Competition Ed. Espe. 3.0 Bi-TB Mec.,9103,7,"[{'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
DUSTER Intense 1.6 16V Flex Aut.,9062,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
DUSTER Intense 1.6 16V Flex Mec.,10100,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}]"
DUSTER Intense Plus 1.6 16V Flex Aut.,10919,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
DUSTER Intense Plus 1.6 16V Flex Mec.,10920,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
DUSTER OROCH Dyna. 1.6 Flex 16V Mec.,7377,48,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
DUSTER OROCH Dyna. 2.0 Flex 16V Aut.,7672,48,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
DUSTER OROCH Dyna. 2.0 Flex 16V Mec.,7378,48,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
DUSTER OROCH Express 1.6 Flex 16V Mec.,8580,48,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}]"
DUSTER OROCH Expression 1.6 Flex 16V Mec,7379,48,"[{'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}, {'Label': '2019 Gasolina', 'Value': '2019-1'}, {'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}]"
DUSTER OUTDOOR 1.6 Hi-Flex 16V Mec.,6970,48,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}]"
DUSTER TECHROAD 1.6 Hi-Flex 16V Mec.,6213,48,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
DUSTER TECHROAD 2.0 Hi-Flex 16V Aut.,6214,48,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
DUSTER TECHROAD 2.0 Hi-Flex 16V Mec.,6215,48,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
DUSTER TECHROAD 4X4 2.0 16V Mec.,6702,48,"[{'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
DUSTER Zen 1.6 16V Flex Aut.,9063,48,"[{'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
DUSTER Zen 1.6 16V Flex Mec.,9064,48,"[{'Label': '2024 Gasolina', 'Value': '2024-1'}, {'Label': '2023 Gasolina', 'Value': '2023-1'}, {'Label': '2022 Gasolina', 'Value': '2022-1'}, {'Label': '2021 Gasolina', 'Value': '2021-1'}, {'Label': '2020 Gasolina', 'Value': '2020-1'}]"
Express 1.6/ RL 1.6,2030,48,"[{'Label': '2000 Gasolina', 'Value': '2000-1'}, {'Label': '1999 Gasolina', 'Value': '1999-1'}, {'Label': '1998 Gasolina', 'Value': '1998-1'}]"
FLUENCE Sed. Dyn. Plus 2.0 16V FLEX Aut.,7105,48,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}]"
FLUENCE Sed. Dynamique 2.0 16V FLEX Aut.,5509,48,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
FLUENCE Sed. Dynamique 2.0 16V FLEX Mec.,5510,48,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
FLUENCE Sedan Expres. 1.6 16V FLEX Mec.,7673,48,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}]"
FLUENCE Sedan GT Line 2.0 Flex Aut.,6870,48,"[{'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}]"
FLUENCE Sedan GT SPORT,6276,48,"[{'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}]"
FLUENCE Sedan Privilège 2.0 16V FLEX Aut,5511,48,"[{'Label': '2018 Gasolina', 'Value': '2018-1'}, {'Label': '2017 Gasolina', 'Value': '2017-1'}, {'Label': '2016 Gasolina', 'Value': '2016-1'}, {'Label': '2015 Gasolina', 'Value': '2015-1'}, {'Label': '2014 Gasolina', 'Value': '2014-1'}, {'Label': '2013 Gasolina', 'Value': '2013-1'}, {'Label': '2012 Gasolina', 'Value': '2012-1'}, {'Label': '2011 Gasolina', 'Value': '2011-1'}]"
Kangoo Advanced 1.6 16V Flex ,11077,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}]"
Kangoo Authentique 1.6 16V 95cv,2031,48,"[{'Label': '2007 Gasolina', 'Value': '2007-1'}, {'Label': '2006 Gasolina', 'Value': '2006-1'}, {'Label': '2005 Gasolina', 'Value': '2005-1'}]"
Kangoo Authentique Hi-Flex 1.6 16V,4309,48,"[{'Label': '2011 Gasolina', 'Value': '2011-1'}, {'Label': '2010 Gasolina', 'Value': '2010-1'}, {'Label': '2009 Gasolina', 'Value': '2009-1'}, {'Label': '2008 Gasolina', 'Value': '2008-1'}, {'Label': '2007 Gasolina', 'Value': '2007-1'}]"
Kangoo E-Tech Furgão (Elétrico),10974,48,"[{'Label': '32000 Gasolina', 'Value': '32000-1'}, {'Label': '2025 Gasolina', 'Value': '2025-1'}, {'Label': '2024 Gasolina', 'Value': '2024-1'}]"
