nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,473,21,1991 Gasolina,1991-1,1991,Gasolina,1,"{'Valor': 'R$ 9.539,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex', 'AnoModelo': 1991, 'Combustivel': 'Gasolina', 'CodigoFipe': '001027-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'chdstzjjhrgc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:23'}"
Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,473,21,1990 Gasolina,1990-1,1990,Gasolina,1,"{'Valor': 'R$ 7.497,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex', 'AnoModelo': 1990, 'Combustivel': 'Gasolina', 'CodigoFipe': '001027-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '7pcsfdbmtlc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:23'}"
Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,473,21,1989 Gasolina,1989-1,1989,Gasolina,1,"{'Valor': 'R$ 6.208,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex', 'AnoModelo': 1989, 'Combustivel': 'Gasolina', 'CodigoFipe': '001027-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '2s7nljm587c', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:23'}"
Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,473,21,1988 Gasolina,1988-1,1988,Gasolina,1,"{'Valor': 'R$ 5.501,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex', 'AnoModelo': 1988, 'Combustivel': 'Gasolina', 'CodigoFipe': '001027-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'z4bxym7gzlc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:23'}"
Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,473,21,1987 Gasolina,1987-1,1987,Gasolina,1,"{'Valor': 'R$ 5.232,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex', 'AnoModelo': 1987, 'Combustivel': 'Gasolina', 'CodigoFipe': '001027-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'y3s56xdhsdc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:23'}"
Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,473,21,1986 Gasolina,1986-1,1986,Gasolina,1,"{'Valor': 'R$ 4.830,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex', 'AnoModelo': 1986, 'Combustivel': 'Gasolina', 'CodigoFipe': '001027-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'xln1mqhrfpc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:23'}"
Fiorino Furgão 1.0,472,21,1997 Gasolina,1997-1,1997,Gasolina,1,"{'Valor': 'R$ 11.994,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furgão 1.0', 'AnoModelo': 1997, 'Combustivel': 'Gasolina', 'CodigoFipe': '001026-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'gvywyl9spmp', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:23'}"
Fiorino Furgão 1.0,472,21,1996 Gasolina,1996-1,1996,Gasolina,1,"{'Valor': 'R$ 11.701,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furgão 1.0', 'AnoModelo': 1996, 'Combustivel': 'Gasolina', 'CodigoFipe': '001026-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'grjdkcykkbp', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:23'}"
Fiorino Furgão 1.0,472,21,1996 Álcool,1996-2,1996,Álcool,2,"{'Valor': 'R$ 7.681,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furgão 1.0', 'AnoModelo': 1996, 'Combustivel': 'Álcool', 'CodigoFipe': '001026-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '8cykqyk37jc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'Á', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:24'}"
Fiorino Furgão 1.0,472,21,1995 Gasolina,1995-1,1995,Gasolina,1,"{'Valor': 'R$ 11.415,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furgão 1.0', 'AnoModelo': 1995, 'Combustivel': 'Gasolina', 'CodigoFipe': '001026-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'gm5f06f775p', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:24'}"
Fiorino Furgão 1.0,472,21,1995 Álcool,1995-2,1995,Álcool,2,"{'Valor': 'R$ 7.315,00', 'Marca': 'Fiat', 'Modelo': 'Fiorino Furgão 1.0', 'AnoModelo': 1995, 'Combustivel': 'Álcool', 'CodigoFipe': '001026-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '6z08gqccnwc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'Á', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:24'}"
