nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
SL-63 AMG 5.5 Bi-Turbo V8 Aut.,6359,39,2017 Gasolina,2017-1,2017,Gasolina,1,"{'Valor': 'R$ 912.804,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-63 AMG 5.5 Bi-Turbo V8 Aut.', 'AnoModelo': 2017, 'Combustivel': 'Gasolina', 'CodigoFipe': '021285-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'cfvkzy07ztnc3j', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:17'}"
SL-63 AMG 5.5 Bi-Turbo V8 Aut.,6359,39,2016 Gasolina,2016-1,2016,Gasolina,1,"{'Valor': 'R$ 890.540,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-63 AMG 5.5 Bi-Turbo V8 Aut.', 'AnoModelo': 2016, 'Combustivel': 'Gasolina', 'CodigoFipe': '021285-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'cd0grv4rcwkcz9', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:17'}"
SL-63 AMG 5.5 Bi-Turbo V8 Aut.,6359,39,2015 Gasolina,2015-1,2015,Gasolina,1,"{'Valor': 'R$ 731.250,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-63 AMG 5.5 Bi-Turbo V8 Aut.', 'AnoModelo': 2015, 'Combustivel': 'Gasolina', 'CodigoFipe': '021285-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '6zp1xtw89ccw2', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:17'}"
SL-63 AMG 5.5 Bi-Turbo V8 Aut.,6359,39,2014 Gasolina,2014-1,2014,Gasolina,1,"{'Valor': 'R$ 651.231,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-63 AMG 5.5 Bi-Turbo V8 Aut.', 'AnoModelo': 2014, 'Combustivel': 'Gasolina', 'CodigoFipe': '021285-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '3ywl1km5b7csv', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:17'}"
SL-63 AMG 5.5 Bi-Turbo V8 Aut.,6359,39,2013 Gasolina,2013-1,2013,Gasolina,1,"{'Valor': 'R$ 635.347,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-63 AMG 5.5 Bi-Turbo V8 Aut.', 'AnoModelo': 2013, 'Combustivel': 'Gasolina', 'CodigoFipe': '021285-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '3b78nf92c1cpm', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:17'}"
SL-63 AMG 6.2 V8 525cv Aut,4701,39,2011 Gasolina,2011-1,2011,Gasolina,1,"{'Valor': 'R$ 499.579,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-63 AMG 6.2 V8 525cv Aut', 'AnoModelo': 2011, 'Combustivel': 'Gasolina', 'CodigoFipe': '021213-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'x62h77tdxvcg5', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:17'}"
SL-63 AMG 6.2 V8 525cv Aut,4701,39,2010 Gasolina,2010-1,2010,Gasolina,1,"{'Valor': 'R$ 466.813,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-63 AMG 6.2 V8 525cv Aut', 'AnoModelo': 2010, 'Combustivel': 'Gasolina', 'CodigoFipe': '021213-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'wznkzgcv3cccy', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:17'}"
SL-63 AMG 6.2 V8 525cv Aut,4701,39,2009 Gasolina,2009-1,2009,Gasolina,1,"{'Valor': 'R$ 400.100,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-63 AMG 6.2 V8 525cv Aut', 'AnoModelo': 2009, 'Combustivel': 'Gasolina', 'CodigoFipe': '021213-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'tgfrp61mnv8q', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:18'}"
SL-65 AMG 6.0 V12 612cv Aut,4702,39,2011 Gasolina,2011-1,2011,Gasolina,1,"{'Valor': 'R$ 500.258,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-65 AMG 6.0 V12 612cv Aut', 'AnoModelo': 2011, 'Combustivel': 'Gasolina', 'CodigoFipe': '021214-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'x7v6bbft6jcg5', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:18'}"
SL-65 AMG 6.0 V12 612cv Aut,4702,39,2010 Gasolina,2010-1,2010,Gasolina,1,"{'Valor': 'R$ 469.033,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-65 AMG 6.0 V12 612cv Aut', 'AnoModelo': 2010, 'Combustivel': 'Gasolina', 'CodigoFipe': '021214-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'w178csxyndccy', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:18'}"
