nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
F-Type 3.0 R-Dynamic Cabrio. 380cv Aut.,8456,28,2019 Gasolina,2019-1,2019,Gasolina,1,"{'Valor': 'R$ 442.933,00', 'Marca': 'Jaguar', 'Modelo': 'F-Type 3.0 R-Dynamic Cabrio. 380cv Aut.', 'AnoModelo': 2019, 'Combustivel': 'Gasolina', 'CodigoFipe': '016065-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'v2nl1mfb43c9z', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 20:46'}"
F-Type 3.0 R-Dynamic Coupe 380cv Aut.,8457,28,2021 Gasolina,2021-1,2021,Gasolina,1,"{'Valor': 'R$ 455.525,00', 'Marca': 'Jaguar', 'Modelo': 'F-Type 3.0 R-Dynamic Coupe 380cv Aut.', 'AnoModelo': 2021, 'Combustivel': 'Gasolina', 'CodigoFipe': '016066-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'wkd8409b5fdjf', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 20:46'}"
F-Type 3.0 R-Dynamic Coupe 380cv Aut.,8457,28,2020 Gasolina,2020-1,2020,Gasolina,1,"{'Valor': 'R$ 443.436,00', 'Marca': 'Jaguar', 'Modelo': 'F-Type 3.0 R-Dynamic Coupe 380cv Aut.', 'AnoModelo': 2020, 'Combustivel': 'Gasolina', 'CodigoFipe': '016066-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'v27ws318lydd6', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 20:46'}"
F-Type 3.0 R-Dynamic Coupe 380cv Aut.,8457,28,2019 Gasolina,2019-1,2019,Gasolina,1,"{'Valor': 'R$ 425.562,00', 'Marca': 'Jaguar', 'Modelo': 'F-Type 3.0 R-Dynamic Coupe 380cv Aut.', 'AnoModelo': 2019, 'Combustivel': 'Gasolina', 'CodigoFipe': '016066-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'vd865f1k7nc9z', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 20:46'}"
F-Type 75 Cabrio 2.0 300cv Aut.,10776,28,32000 Gasolina,32000-1,32000,Gasolina,1,"{'Valor': 'R$ 612.977,00', 'Marca': 'Jaguar', 'Modelo': 'F-Type 75 Cabrio 2.0 300cv Aut.', 'AnoModelo': 32000, 'Combustivel': 'Gasolina', 'CodigoFipe': '016082-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '2h053034vxj1f9', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 20:46'}"
F-Type 75 Cabrio 2.0 300cv Aut.,10776,28,2024 Gasolina,2024-1,2024,Gasolina,1,"{'Valor': 'R$ 562.916,00', 'Marca': 'Jaguar', 'Modelo': 'F-Type 75 Cabrio 2.0 300cv Aut.', 'AnoModelo': 2024, 'Combustivel': 'Gasolina', 'CodigoFipe': '016082-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '0mbmlp1v6ydt3', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 20:46'}"
F-Type R AWD Supercharged Coupe 5.0 V8,7429,28,2017 Gasolina,2017-1,2017,Gasolina,1,"{'Valor': 'R$ 519.709,00', 'Marca': 'Jaguar', 'Modelo': 'F-Type R AWD Supercharged Coupe 5.0 V8', 'AnoModelo': 2017, 'Combustivel': 'Gasolina', 'CodigoFipe': '016046-6', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'yzn5vqxzrjc3j', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 20:46'}"
F-Type R AWD Supercharged Coupe 5.0 V8,7429,28,2016 Gasolina,2016-1,2016,Gasolina,1,"{'Valor': 'R$ 505.279,00', 'Marca': 'Jaguar', 'Modelo': 'F-Type R AWD Supercharged Coupe 5.0 V8', 'AnoModelo': 2016, 'Combustivel': 'Gasolina', 'CodigoFipe': '016046-6', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'yfrpr0vgvscz9', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 20:46'}"
F-Type R Supercharged Coupe 5.0 V8,6888,28,2015 Gasolina,2015-1,2015,Gasolina,1,"{'Valor': 'R$ 418.009,00', 'Marca': 'Jaguar', 'Modelo': 'F-Type R Supercharged Coupe 5.0 V8', 'AnoModelo': 2015, 'Combustivel': 'Gasolina', 'CodigoFipe': '016040-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 't4fpsfq301cw2', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 20:46'}"
F-Type S Supercharged Conversivel 3.0 V6,6588,28,2017 Gasolina,2017-1,2017,Gasolina,1,"{'Valor': 'R$ 426.373,00', 'Marca': 'Jaguar', 'Modelo': 'F-Type S Supercharged Conversivel 3.0 V6', 'AnoModelo': 2017, 'Combustivel': 'Gasolina', 'CodigoFipe': '016032-6', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'vf7py6p3s6c3j', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 20:46'}"
