nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2010 Gasolina,2010-1,2010,Gasolina,1,"{'Valor': 'R$ 55.407,00', 'Marca': 'Toyota', 'Modelo': 'RAV4 2.4 4x4 16V 170cv Aut.', 'AnoModelo': 2010, 'Combustivel': 'Gasolina', 'CodigoFipe': '002097-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'z8y6g46cw1p', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 12:27'}"
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2009 Gasolina,2009-1,2009,Gasolina,1,"{'Valor': 'R$ 48.905,00', 'Marca': 'Toyota', 'Modelo': 'RAV4 2.4 4x4 16V 170cv Aut.', 'AnoModelo': 2009, 'Combustivel': 'Gasolina', 'CodigoFipe': '002097-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'xtqxtf8v398q', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 12:27'}"
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2008 Gasolina,2008-1,2008,Gasolina,1,"{'Valor': 'R$ 47.712,00', 'Marca': 'Toyota', 'Modelo': 'RAV4 2.4 4x4 16V 170cv Aut.', 'AnoModelo': 2008, 'Combustivel': 'Gasolina', 'CodigoFipe': '002097-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'xcq9l9641w5h', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 12:27'}"
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2007 Gasolina,2007-1,2007,Gasolina,1,"{'Valor': 'R$ 43.490,00', 'Marca': 'Toyota', 'Modelo': 'RAV4 2.4 4x4 16V 170cv Aut.', 'AnoModelo': 2007, 'Combustivel': 'Gasolina', 'CodigoFipe': '002097-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'vr7qzn78jx18', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 12:27'}"
RAV4 2.4 4x4 16V 170cv Aut.,3977,56,2006 Gasolina,2006-1,2006,Gasolina,1,"{'Valor': 'R$ 40.620,00', 'Marca': 'Toyota', 'Modelo': 'RAV4 2.4 4x4 16V 170cv Aut.', 'AnoModelo': 2006, 'Combustivel': 'Gasolina', 'CodigoFipe': '002097-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'tplk2y2sy0y1', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 12:27'}"
RAV4 2.5 4x4 16V Aut.,6471,56,2016 Gasolina,2016-1,2016,Gasolina,1,"{'Valor': 'R$ 111.754,00', 'Marca': 'Toyota', 'Modelo': 'RAV4 2.5 4x4 16V Aut.', 'AnoModelo': 2016, 'Combustivel': 'Gasolina', 'CodigoFipe': '002131-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'gkb741y7fscz9', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 12:27'}"
RAV4 2.5 4x4 16V Aut.,6471,56,2015 Gasolina,2015-1,2015,Gasolina,1,"{'Valor': 'R$ 100.665,00', 'Marca': 'Toyota', 'Modelo': 'RAV4 2.5 4x4 16V Aut.', 'AnoModelo': 2015, 'Combustivel': 'Gasolina', 'CodigoFipe': '002131-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'f4b6kk4v6fcw2', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 12:27'}"
RAV4 2.5 4x4 16V Aut.,6471,56,2014 Gasolina,2014-1,2014,Gasolina,1,"{'Valor': 'R$ 93.317,00', 'Marca': 'Toyota', 'Modelo': 'RAV4 2.5 4x4 16V Aut.', 'AnoModelo': 2014, 'Combustivel': 'Gasolina', 'CodigoFipe': '002131-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'cgmgbm4njk5rl', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 12:27'}"
RAV4 2.5 4x4 16V Aut.,6471,56,2013 Gasolina,2013-1,2013,Gasolina,1,"{'Valor': 'R$ 87.366,00', 'Marca': 'Toyota', 'Modelo': 'RAV4 2.5 4x4 16V Aut.', 'AnoModelo': 2013, 'Combustivel': 'Gasolina', 'CodigoFipe': '002131-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'cdcpbdl3twbnc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 12:27'}"
RAV4 2.5 S 4x4  Aut. (Híbrido),10056,56,2020 Gasolina,2020-1,2020,Gasolina,1,"{'Valor': 'R$ 175.355,00', 'Marca': 'Toyota', 'Modelo': 'RAV4 2.5 S 4x4  Aut. (Híbrido)', 'AnoModelo': 2020, 'Combustivel': 'Gasolina', 'CodigoFipe': '002179-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'jyxyywg8s6dd6', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 12:27'}"
