nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
456 GTA,433,20,1997 Gasolina,1997-1,1997,Gasolina,1,"{'Valor': 'R$ 228.250,00', 'Marca': 'Ferrari', 'Modelo': '456 GTA', 'AnoModelo': 1997, 'Combustivel': 'Gasolina', 'CodigoFipe': '031006-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'lyyjp686z218', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:04'}"
456 M-GT 5.5 V12,434,20,2001 Gasolina,2001-1,2001,Gasolina,1,"{'Valor': 'R$ 341.702,00', 'Marca': 'Ferrari', 'Modelo': '456 M-GT 5.5 V12', 'AnoModelo': 2001, 'Combustivel': 'Gasolina', 'CodigoFipe': '031019-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'q7y5d6v377fx', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:04'}"
456 M-GT 5.5 V12,434,20,2000 Gasolina,2000-1,2000,Gasolina,1,"{'Valor': 'R$ 303.746,00', 'Marca': 'Ferrari', 'Modelo': '456 M-GT 5.5 V12', 'AnoModelo': 2000, 'Combustivel': 'Gasolina', 'CodigoFipe': '031019-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'ptgk8n0ws1p', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:04'}"
456 M-GT 5.5 V12,434,20,1999 Gasolina,1999-1,1999,Gasolina,1,"{'Valor': 'R$ 276.725,00', 'Marca': 'Ferrari', 'Modelo': '456 M-GT 5.5 V12', 'AnoModelo': 1999, 'Combustivel': 'Gasolina', 'CodigoFipe': '031019-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'nssf6gwkqp8q', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:04'}"
458 Speciale A,7881,20,2015 Gasolina,2015-1,2015,Gasolina,1,"{'Valor': 'R$ 2.683.664,00', 'Marca': 'Ferrari', 'Modelo': '458 Speciale A', 'AnoModelo': 2015, 'Combustivel': 'Gasolina', 'CodigoFipe': '031040-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'ngzmshmr0kcw2', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:04'}"
488 GTB 3.9 V8 670cv,7502,20,2019 Gasolina,2019-1,2019,Gasolina,1,"{'Valor': 'R$ 3.389.385,00', 'Marca': 'Ferrari', 'Modelo': '488 GTB 3.9 V8 670cv', 'AnoModelo': 2019, 'Combustivel': 'Gasolina', 'CodigoFipe': '031037-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'q4qp9xbfn0c9z', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:04'}"
488 GTB 3.9 V8 670cv,7502,20,2018 Gasolina,2018-1,2018,Gasolina,1,"{'Valor': 'R$ 3.043.704,00', 'Marca': 'Ferrari', 'Modelo': '488 GTB 3.9 V8 670cv', 'AnoModelo': 2018, 'Combustivel': 'Gasolina', 'CodigoFipe': '031037-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'pt58hsm9q0c6r', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:04'}"
488 GTB 3.9 V8 670cv,7502,20,2017 Gasolina,2017-1,2017,Gasolina,1,"{'Valor': 'R$ 2.858.888,00', 'Marca': 'Ferrari', 'Modelo': '488 GTB 3.9 V8 670cv', 'AnoModelo': 2017, 'Combustivel': 'Gasolina', 'CodigoFipe': '031037-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'n4jh7zs5vqc3j', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:04'}"
488 GTB 3.9 V8 670cv,7502,20,2016 Gasolina,2016-1,2016,Gasolina,1,"{'Valor': 'R$ 2.725.132,00', 'Marca': 'Ferrari', 'Modelo': '488 GTB 3.9 V8 670cv', 'AnoModelo': 2016, 'Combustivel': 'Gasolina', 'CodigoFipe': '031037-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'nmvb6v37lscz9', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:05'}"
488 Pista 3.9 V8 720cv,9107,20,2020 Gasolina,2020-1,2020,Gasolina,1,"{'Valor': 'R$ 5.303.112,00', 'Marca': 'Ferrari', 'Modelo': '488 Pista 3.9 V8 720cv', 'AnoModelo': 2020, 'Combustivel': 'Gasolina', 'CodigoFipe': '031046-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'zc3jmqw8wkdd6', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 16:05'}"
