nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
Toro Opening Ed. Plus 1.8 16V Flex Aut.,7921,21,2017 Gasolina,2017-1,2017,Gasolina,1,"{'Valor': 'R$ 83.716,00', 'Marca': 'Fiat', 'Modelo': 'Toro Opening Ed. Plus 1.8 16V Flex Aut.', 'AnoModelo': 2017, 'Combustivel': 'Gasolina', 'CodigoFipe': '001483-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'cbzwntcp6st18', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:09'}"
Toro Opening Edition 1.8 16V Flex Aut.,7478,21,2017 Gasolina,2017-1,2017,Gasolina,1,"{'Valor': 'R$ 82.159,00', 'Marca': 'Fiat', 'Modelo': 'Toro Opening Edition 1.8 16V Flex Aut.', 'AnoModelo': 2017, 'Combustivel': 'Gasolina', 'CodigoFipe': '001450-8', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'cbdmq62z7xc18', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:09'}"
Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,21,32000 Diesel,32000-3,32000,Diesel,3,"{'Valor': 'R$ 204.854,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ranch 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 32000, 'Combustivel': 'Diesel', 'CodigoFipe': '001516-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'k2h436sbv1j1gy', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:09'}"
Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,21,2025 Diesel,2025-3,2025,Diesel,3,"{'Valor': 'R$ 192.521,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ranch 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2025, 'Combustivel': 'Diesel', 'CodigoFipe': '001516-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'kl1wvh952ldyz', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:09'}"
Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,21,2024 Diesel,2024-3,2024,Diesel,3,"{'Valor': 'R$ 182.656,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ranch 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2024, 'Combustivel': 'Diesel', 'CodigoFipe': '001516-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'j7hbdnwxvzdvr', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:09'}"
Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,21,2023 Diesel,2023-3,2023,Diesel,3,"{'Valor': 'R$ 163.753,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ranch 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2023, 'Combustivel': 'Diesel', 'CodigoFipe': '001516-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'jh98blw43ldrj', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:09'}"
Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,21,2022 Diesel,2022-3,2022,Diesel,3,"{'Valor': 'R$ 150.199,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ranch 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2022, 'Combustivel': 'Diesel', 'CodigoFipe': '001516-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'h0fl82hggzdm9', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:09'}"
Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,21,2021 Diesel,2021-3,2021,Diesel,3,"{'Valor': 'R$ 135.452,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ranch 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2021, 'Combustivel': 'Diesel', 'CodigoFipe': '001516-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'hf4l0qwdbmdj2', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:09'}"
Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,21,2020 Diesel,2020-3,2020,Diesel,3,"{'Valor': 'R$ 128.205,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ranch 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2020, 'Combustivel': 'Diesel', 'CodigoFipe': '001516-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'g5m6d4bqm7dfv', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:09'}"
Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,21,2019 Diesel,2019-3,2019,Diesel,3,"{'Valor': 'R$ 121.015,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ranch 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2019, 'Combustivel': 'Diesel', 'CodigoFipe': '001516-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'gw6v1h3lb8dbm', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,21,32000 Diesel,32000-3,32000,Diesel,3,"{'Valor': 'R$ 205.745,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ultra 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 32000, 'Combustivel': 'Diesel', 'CodigoFipe': '001525-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'k3kj2bmx07j1gy', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,21,2025 Diesel,2025-3,2025,Diesel,3,"{'Valor': 'R$ 193.525,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ultra 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2025, 'Combustivel': 'Diesel', 'CodigoFipe': '001525-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'km7c3nzm93dyz', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,21,2024 Diesel,2024-3,2024,Diesel,3,"{'Valor': 'R$ 184.544,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ultra 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2024, 'Combustivel': 'Diesel', 'CodigoFipe': '001525-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'j9pyqfqn5rdvr', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,21,2023 Diesel,2023-3,2023,Diesel,3,"{'Valor': 'R$ 165.830,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ultra 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2023, 'Combustivel': 'Diesel', 'CodigoFipe': '001525-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'jlrrl08tpxdrj', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,21,2022 Diesel,2022-3,2022,Diesel,3,"{'Valor': 'R$ 151.470,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ultra 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2022, 'Combustivel': 'Diesel', 'CodigoFipe': '001525-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'h1xtdc17m9dm9', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,21,2021 Diesel,2021-3,2021,Diesel,3,"{'Valor': 'R$ 136.993,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ultra 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2021, 'Combustivel': 'Diesel', 'CodigoFipe': '001525-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'hhymbzs1l9dj2', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,21,2020 Diesel,2020-3,2020,Diesel,3,"{'Valor': 'R$ 130.059,00', 'Marca': 'Fiat', 'Modelo': 'Toro Ultra 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2020, 'Combustivel': 'Diesel', 'CodigoFipe': '001525-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'g7tld9j58gdfv', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 1.3 T270 4x2 Flex Aut.,9495,21,32000 Gasolina,32000-1,32000,Gasolina,1,"{'Valor': 'R$ 171.525,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 1.3 T270 4x2 Flex Aut.', 'AnoModelo': 32000, 'Combustivel': 'Gasolina', 'CodigoFipe': '001539-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'jtfrg5v9dkp', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 1.3 T270 4x2 Flex Aut.,9495,21,2025 Gasolina,2025-1,2025,Gasolina,1,"{'Valor': 'R$ 161.854,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 1.3 T270 4x2 Flex Aut.', 'AnoModelo': 2025, 'Combustivel': 'Gasolina', 'CodigoFipe': '001539-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'jf27mm1v2pdyb', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 1.3 T270 4x2 Flex Aut.,9495,21,2024 Gasolina,2024-1,2024,Gasolina,1,"{'Valor': 'R$ 154.188,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 1.3 T270 4x2 Flex Aut.', 'AnoModelo': 2024, 'Combustivel': 'Gasolina', 'CodigoFipe': '001539-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'h43lxl3s11dt3', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 1.3 T270 4x2 Flex Aut.,9495,21,2023 Gasolina,2023-1,2023,Gasolina,1,"{'Valor': 'R$ 144.563,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 1.3 T270 4x2 Flex Aut.', 'AnoModelo': 2023, 'Combustivel': 'Gasolina', 'CodigoFipe': '001539-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'hstrwtnv49dqw', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 1.3 T270 4x2 Flex Aut.,9495,21,2022 Gasolina,2022-1,2022,Gasolina,1,"{'Valor': 'R$ 131.031,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 1.3 T270 4x2 Flex Aut.', 'AnoModelo': 2022, 'Combustivel': 'Gasolina', 'CodigoFipe': '001539-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'g8yxmq37h1dmn', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,21,32000 Diesel,32000-3,32000,Diesel,3,"{'Valor': 'R$ 191.527,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 32000, 'Combustivel': 'Diesel', 'CodigoFipe': '001453-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'kkwrvpg9lycb', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,21,2025 Diesel,2025-3,2025,Diesel,3,"{'Valor': 'R$ 181.745,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2025, 'Combustivel': 'Diesel', 'CodigoFipe': '001453-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'j6d6xzhcnsdyz', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,21,2024 Diesel,2024-3,2024,Diesel,3,"{'Valor': 'R$ 172.112,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2024, 'Combustivel': 'Diesel', 'CodigoFipe': '001453-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'jt32wrjyyxdvr', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,21,2023 Diesel,2023-3,2023,Diesel,3,"{'Valor': 'R$ 157.471,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2023, 'Combustivel': 'Diesel', 'CodigoFipe': '001453-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'h8yx1x1gs8drj', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,21,2022 Diesel,2022-3,2022,Diesel,3,"{'Valor': 'R$ 138.804,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2022, 'Combustivel': 'Diesel', 'CodigoFipe': '001453-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'hk2fw6r9gpdm9', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,21,2021 Diesel,2021-3,2021,Diesel,3,"{'Valor': 'R$ 129.191,00', 'Marca': 'Fiat', 'Modelo': 'Toro Volcano 2.0 16V 4x4 TB Diesel Aut.', 'AnoModelo': 2021, 'Combustivel': 'Diesel', 'CodigoFipe': '001453-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'g6s1dk2k84dj2', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 17:10'}"
