nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
GLC-43 AMG 4MATIC 3.0 V6 Bi-Turbo Aut.,7802,39,2017 Gasolina,2017-1,2017,Gasolina,1,"{'Valor': 'R$ 279.834,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'GLC-43 AMG 4MATIC 3.0 V6 Bi-Turbo Aut.', 'AnoModelo': 2017, 'Combustivel': 'Gasolina', 'CodigoFipe': '021367-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'nxff821gx9c3j', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:08'}"
GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.,9660,39,2023 Gasolina,2023-1,2023,Gasolina,1,"{'Valor': 'R$ 625.972,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.', 'AnoModelo': 2023, 'Combustivel': 'Gasolina', 'CodigoFipe': '021384-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '2z8h91bdkqdqw', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:08'}"
GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.,9660,39,2022 Gasolina,2022-1,2022,Gasolina,1,"{'Valor': 'R$ 545.769,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.', 'AnoModelo': 2022, 'Combustivel': 'Gasolina', 'CodigoFipe': '021384-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'zy7c3rk8zmdmn', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:08'}"
GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.,9660,39,2021 Gasolina,2021-1,2021,Gasolina,1,"{'Valor': 'R$ 507.307,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.', 'AnoModelo': 2021, 'Combustivel': 'Gasolina', 'CodigoFipe': '021384-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'yh4dtxnkz8djf', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:08'}"
GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.,9660,39,2020 Gasolina,2020-1,2020,Gasolina,1,"{'Valor': 'R$ 472.848,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.', 'AnoModelo': 2020, 'Combustivel': 'Gasolina', 'CodigoFipe': '021384-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'w6qxyls9hzdd6', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:08'}"
GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.,9660,39,2019 Gasolina,2019-1,2019,Gasolina,1,"{'Valor': 'R$ 360.747,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.', 'AnoModelo': 2019, 'Combustivel': 'Gasolina', 'CodigoFipe': '021384-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'ry9dg8szkdc9z', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:08'}"
GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.,9660,39,2018 Gasolina,2018-1,2018,Gasolina,1,"{'Valor': 'R$ 339.607,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.', 'AnoModelo': 2018, 'Combustivel': 'Gasolina', 'CodigoFipe': '021384-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'q5h0v2fz0fc6r', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:08'}"
GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.,9660,39,2017 Gasolina,2017-1,2017,Gasolina,1,"{'Valor': 'R$ 295.951,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'GLC-43 AMG Coupe 3.0 V6 Bi-TB Aut.', 'AnoModelo': 2017, 'Combustivel': 'Gasolina', 'CodigoFipe': '021384-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'ph976rvvg9c3j', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:08'}"
GLC-63 AMG 4MATIC 4.0 Bi-TB V8,8633,39,2021 Gasolina,2021-1,2021,Gasolina,1,"{'Valor': 'R$ 717.982,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'GLC-63 AMG 4MATIC 4.0 Bi-TB V8', 'AnoModelo': 2021, 'Combustivel': 'Gasolina', 'CodigoFipe': '021403-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '6g4s33210vdjf', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:08'}"
GLC-63 AMG 4MATIC 4.0 Bi-TB V8,8633,39,2020 Gasolina,2020-1,2020,Gasolina,1,"{'Valor': 'R$ 563.584,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'GLC-63 AMG 4MATIC 4.0 Bi-TB V8', 'AnoModelo': 2020, 'Combustivel': 'Gasolina', 'CodigoFipe': '021403-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '0m3w8lkmmkdd6', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:08'}"
