nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
S-65 L AMG 6.0 V12 630cv Aut.,7770,39,2017 Gasolina,2017-1,2017,Gasolina,1,"{'Valor': 'R$ 814.745,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'S-65 L AMG 6.0 V12 630cv Aut.', 'AnoModelo': 2017, 'Combustivel': 'Gasolina', 'CodigoFipe': '021359-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '94lvds77r5c3j', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
S-65 L AMG 6.0 V12 630cv Aut.,7770,39,2016 Gasolina,2016-1,2016,Gasolina,1,"{'Valor': 'R$ 689.045,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'S-65 L AMG 6.0 V12 630cv Aut.', 'AnoModelo': 2016, 'Combustivel': 'Gasolina', 'CodigoFipe': '021359-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '5c60538xhrcz9', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
SE-500,1636,39,1993 Gasolina,1993-1,1993,Gasolina,1,"{'Valor': 'R$ 45.992,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SE-500', 'AnoModelo': 1993, 'Combustivel': 'Gasolina', 'CodigoFipe': '021016-1', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'wqk4dz7c69nc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
SE-500,1636,39,1992 Gasolina,1992-1,1992,Gasolina,1,"{'Valor': 'R$ 44.729,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SE-500', 'AnoModelo': 1992, 'Combustivel': 'Gasolina', 'CodigoFipe': '021016-1', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'v7r2g8hcqlj4', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
SE-500,1636,39,1991 Gasolina,1991-1,1991,Gasolina,1,"{'Valor': 'R$ 33.990,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SE-500', 'AnoModelo': 1991, 'Combustivel': 'Gasolina', 'CodigoFipe': '021016-1', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'q5vr5hq8hhfx', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
SE-500,1636,39,1986 Gasolina,1986-1,1986,Gasolina,1,"{'Valor': 'R$ 19.283,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SE-500', 'AnoModelo': 1986, 'Combustivel': 'Gasolina', 'CodigoFipe': '021016-1', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'kmd65vkgmcy1', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
SL-280 Classic 2.8,1637,39,1995 Gasolina,1995-1,1995,Gasolina,1,"{'Valor': 'R$ 45.598,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-280 Classic 2.8', 'AnoModelo': 1995, 'Combustivel': 'Gasolina', 'CodigoFipe': '021084-6', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'wkyxz1bmj0vt', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
SL-280 Classic 2.8,1637,39,1994 Gasolina,1994-1,1994,Gasolina,1,"{'Valor': 'R$ 39.763,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-280 Classic 2.8', 'AnoModelo': 1994, 'Combustivel': 'Gasolina', 'CodigoFipe': '021084-6', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'tcj2sm56cwrl', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
SL-280 Classic 2.8,1637,39,1993 Gasolina,1993-1,1993,Gasolina,1,"{'Valor': 'R$ 31.370,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-280 Classic 2.8', 'AnoModelo': 1993, 'Combustivel': 'Gasolina', 'CodigoFipe': '021084-6', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'p54g5clmr5nc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
SL-320 3.2/Classic 3.2,1638,39,1999 Gasolina,1999-1,1999,Gasolina,1,"{'Valor': 'R$ 108.708,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-320 3.2/Classic 3.2', 'AnoModelo': 1999, 'Combustivel': 'Gasolina', 'CodigoFipe': '021017-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'gfsj1zvb39nm1', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
SL-320 3.2/Classic 3.2,1638,39,1998 Gasolina,1998-1,1998,Gasolina,1,"{'Valor': 'R$ 103.421,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-320 3.2/Classic 3.2', 'AnoModelo': 1998, 'Combustivel': 'Gasolina', 'CodigoFipe': '021017-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'f7lcw2mq1jnjt', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
SL-320 3.2/Classic 3.2,1638,39,1997 Gasolina,1997-1,1997,Gasolina,1,"{'Valor': 'R$ 100.898,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'SL-320 3.2/Classic 3.2', 'AnoModelo': 1997, 'Combustivel': 'Gasolina', 'CodigoFipe': '021017-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'f4mn23xpjbnfl', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 00:16'}"
