nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
Besta Furgão Grand 3.0 Diesel,1394,31,2001 Diesel,2001-3,2001,Diesel,3,"{'Valor': 'R$ 22.181,00', 'Marca': 'Kia Motors', 'Modelo': 'Besta Furgão Grand 3.0 Diesel', 'AnoModelo': 2001, 'Combustivel': 'Diesel', 'CodigoFipe': '018042-4', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'lqdkksyjrdgk', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 16:17'}"
Besta GS 2.7 8V 12L Diesel,1395,31,2005 Diesel,2005-3,2005,Diesel,3,"{'Valor': 'R$ 33.738,00', 'Marca': 'Kia Motors', 'Modelo': 'Besta GS 2.7 8V 12L Diesel', 'AnoModelo': 2005, 'Combustivel': 'Diesel', 'CodigoFipe': '018014-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'q2w5q96pcpwg', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 16:17'}"
Besta GS 2.7 8V 12L Diesel,1395,31,2002 Diesel,2002-3,2002,Diesel,3,"{'Valor': 'R$ 20.449,00', 'Marca': 'Kia Motors', 'Modelo': 'Besta GS 2.7 8V 12L Diesel', 'AnoModelo': 2002, 'Combustivel': 'Diesel', 'CodigoFipe': '018014-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'k12040z6s9ks', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 16:17'}"
Besta GS 2.7 8V 12L Diesel,1395,31,2001 Diesel,2001-3,2001,Diesel,3,"{'Valor': 'R$ 18.992,00', 'Marca': 'Kia Motors', 'Modelo': 'Besta GS 2.7 8V 12L Diesel', 'AnoModelo': 2001, 'Combustivel': 'Diesel', 'CodigoFipe': '018014-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'kh0f955t69gk', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 16:17'}"
Besta GS 2.7 8V 12L Diesel,1395,31,2000 Diesel,2000-3,2000,Diesel,3,"{'Valor': 'R$ 18.528,00', 'Marca': 'Kia Motors', 'Modelo': 'Besta GS 2.7 8V 12L Diesel', 'AnoModelo': 2000, 'Combustivel': 'Diesel', 'CodigoFipe': '018014-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'kbks5mlq2gcb', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 16:17'}"
Besta GS 2.7 8V 12L Diesel,1395,31,1999 Diesel,1999-3,1999,Diesel,3,"{'Valor': 'R$ 17.817,00', 'Marca': 'Kia Motors', 'Modelo': 'Besta GS 2.7 8V 12L Diesel', 'AnoModelo': 1999, 'Combustivel': 'Diesel', 'CodigoFipe': '018014-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'j17cycccwr9c', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 16:17'}"
Besta GS 2.7 8V 12L Diesel,1395,31,1998 Diesel,1998-3,1998,Diesel,3,"{'Valor': 'R$ 16.984,00', 'Marca': 'Kia Motors', 'Modelo': 'Besta GS 2.7 8V 12L Diesel', 'AnoModelo': 1998, 'Combustivel': 'Diesel', 'CodigoFipe': '018014-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'jrgl15znld54', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 16:17'}"
Besta GS Full 2.7 Diesel,1396,31,2002 Diesel,2002-3,2002,Diesel,3,"{'Valor': 'R$ 24.198,00', 'Marca': 'Kia Motors', 'Modelo': 'Besta GS Full 2.7 Diesel', 'AnoModelo': 2002, 'Combustivel': 'Diesel', 'CodigoFipe': '018015-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'mg1n7f8dt7ks', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 16:17'}"
Besta GS Full 2.7 Diesel,1396,31,2001 Diesel,2001-3,2001,Diesel,3,"{'Valor': 'R$ 21.990,00', 'Marca': 'Kia Motors', 'Modelo': 'Besta GS Full 2.7 Diesel', 'AnoModelo': 2001, 'Combustivel': 'Diesel', 'CodigoFipe': '018015-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'lm44gk7sj3gk', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 16:17'}"
Besta GS Full 2.7 Diesel,1396,31,2000 Diesel,2000-3,2000,Diesel,3,"{'Valor': 'R$ 19.032,00', 'Marca': 'Kia Motors', 'Modelo': 'Besta GS Full 2.7 Diesel', 'AnoModelo': 2000, 'Combustivel': 'Diesel', 'CodigoFipe': '018015-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'kjgz0y4rs0cb', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 16:17'}"
