nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
CLS-63 AMG 6.2 V8 32V 514cv,4191,39,2010 Gasolina,2010-1,2010,Gasolina,1,"{'Valor': 'R$ 181.627,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'CLS-63 AMG 6.2 V8 32V 514cv', 'AnoModelo': 2010, 'Combustivel': 'Gasolina', 'CodigoFipe': '021196-6', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'j58xy88jtfccy', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:56'}"
CLS-63 AMG 6.2 V8 32V 514cv,4191,39,2009 Gasolina,2009-1,2009,Gasolina,1,"{'Valor': 'R$ 155.399,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'CLS-63 AMG 6.2 V8 32V 514cv', 'AnoModelo': 2009, 'Combustivel': 'Gasolina', 'CodigoFipe': '021196-6', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'h6jmd4cpqd8q', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
CLS-63 AMG 6.2 V8 32V 514cv,4191,39,2008 Gasolina,2008-1,2008,Gasolina,1,"{'Valor': 'R$ 151.608,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'CLS-63 AMG 6.2 V8 32V 514cv', 'AnoModelo': 2008, 'Combustivel': 'Gasolina', 'CodigoFipe': '021196-6', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'h12twnjd6r5h', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
CLS-63 AMG 6.2 V8 32V 514cv,4191,39,2007 Gasolina,2007-1,2007,Gasolina,1,"{'Valor': 'R$ 140.242,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'CLS-63 AMG 6.2 V8 32V 514cv', 'AnoModelo': 2007, 'Combustivel': 'Gasolina', 'CodigoFipe': '021196-6', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'hmrp5qnwsf18', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
E-190,1596,39,1993 Gasolina,1993-1,1993,Gasolina,1,"{'Valor': 'R$ 20.177,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'E-190', 'AnoModelo': 1993, 'Combustivel': 'Gasolina', 'CodigoFipe': '021007-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'kyw5czgjb8nc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
E-190,1596,39,1992 Gasolina,1992-1,1992,Gasolina,1,"{'Valor': 'R$ 18.476,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'E-190', 'AnoModelo': 1992, 'Combustivel': 'Gasolina', 'CodigoFipe': '021007-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'j9yw8bcfjxj4', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
E-190,1596,39,1991 Gasolina,1991-1,1991,Gasolina,1,"{'Valor': 'R$ 17.146,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'E-190', 'AnoModelo': 1991, 'Combustivel': 'Gasolina', 'CodigoFipe': '021007-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'jtchdv9nddfx', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
E-190,1596,39,1990 Gasolina,1990-1,1990,Gasolina,1,"{'Valor': 'R$ 15.075,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'E-190', 'AnoModelo': 1990, 'Combustivel': 'Gasolina', 'CodigoFipe': '021007-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'h02q89825cp', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
E-190,1596,39,1989 Gasolina,1989-1,1989,Gasolina,1,"{'Valor': 'R$ 14.195,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'E-190', 'AnoModelo': 1989, 'Combustivel': 'Gasolina', 'CodigoFipe': '021007-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'hprwt92khd8q', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
E-190,1596,39,1988 Gasolina,1988-1,1988,Gasolina,1,"{'Valor': 'R$ 13.577,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'E-190', 'AnoModelo': 1988, 'Combustivel': 'Gasolina', 'CodigoFipe': '021007-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'hgh8hfczsq5h', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
E-190,1596,39,1987 Gasolina,1987-1,1987,Gasolina,1,"{'Valor': 'R$ 12.401,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'E-190', 'AnoModelo': 1987, 'Combustivel': 'Gasolina', 'CodigoFipe': '021007-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'g0qtt9fn5118', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
E-190,1596,39,1986 Gasolina,1986-1,1986,Gasolina,1,"{'Valor': 'R$ 11.847,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'E-190', 'AnoModelo': 1986, 'Combustivel': 'Gasolina', 'CodigoFipe': '021007-2', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'gs7gl7pbbpy1', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
E-190 Classic,1597,39,1994 Gasolina,1994-1,1994,Gasolina,1,"{'Valor': 'R$ 18.428,00', 'Marca': 'Mercedes-Benz', 'Modelo': 'E-190 Classic', 'AnoModelo': 1994, 'Combustivel': 'Gasolina', 'CodigoFipe': '021107-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'j9dgd6dsyfrl', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'terça-feira, 27 de agosto de 2024 23:57'}"
