nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
Golf GLX 2.0 4p,2445,59,1998 Gasolina,1998-1,1998,Gasolina,1,"{'Valor': 'R$ 27.114,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GLX 2.0 4p', 'AnoModelo': 1998, 'Combustivel': 'Gasolina', 'CodigoFipe': '005072-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'nk7kfq81275h', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:36'}"
Golf GLX 2.0 4p,2445,59,1997 Gasolina,1997-1,1997,Gasolina,1,"{'Valor': 'R$ 23.740,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GLX 2.0 4p', 'AnoModelo': 1997, 'Combustivel': 'Gasolina', 'CodigoFipe': '005072-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'l9n6ppklt118', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:36'}"
Golf GLX 2.0 4p,2445,59,1996 Gasolina,1996-1,1996,Gasolina,1,"{'Valor': 'R$ 19.213,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GLX 2.0 4p', 'AnoModelo': 1996, 'Combustivel': 'Gasolina', 'CodigoFipe': '005072-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'kllsf8q90wy1', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:36'}"
Golf GLX 2.0 4p,2445,59,1995 Gasolina,1995-1,1995,Gasolina,1,"{'Valor': 'R$ 17.500,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GLX 2.0 4p', 'AnoModelo': 1995, 'Combustivel': 'Gasolina', 'CodigoFipe': '005072-5', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'jyh432411lvt', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic,4835,59,2013 Gasolina,2013-1,2013,Gasolina,1,"{'Valor': 'R$ 56.683,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic', 'AnoModelo': 2013, 'Combustivel': 'Gasolina', 'CodigoFipe': '005285-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '0rxzwrg6m8nc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic,4835,59,2012 Gasolina,2012-1,2012,Gasolina,1,"{'Valor': 'R$ 55.300,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic', 'AnoModelo': 2012, 'Combustivel': 'Gasolina', 'CodigoFipe': '005285-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'z7p9vpvjj6j4', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic,4835,59,2011 Gasolina,2011-1,2011,Gasolina,1,"{'Valor': 'R$ 51.437,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic', 'AnoModelo': 2011, 'Combustivel': 'Gasolina', 'CodigoFipe': '005285-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'ysd68qfsj4fx', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic,4835,59,2010 Gasolina,2010-1,2010,Gasolina,1,"{'Valor': 'R$ 45.482,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic', 'AnoModelo': 2010, 'Combustivel': 'Gasolina', 'CodigoFipe': '005285-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'wjlry0dpsnp', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic,4835,59,2009 Gasolina,2009-1,2009,Gasolina,1,"{'Valor': 'R$ 42.703,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic', 'AnoModelo': 2009, 'Combustivel': 'Gasolina', 'CodigoFipe': '005285-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'vg0pd2h95d8q', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GT 2.0 Mi Total Flex 8V 4p,4703,59,2013 Gasolina,2013-1,2013,Gasolina,1,"{'Valor': 'R$ 56.021,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GT 2.0 Mi Total Flex 8V 4p', 'AnoModelo': 2013, 'Combustivel': 'Gasolina', 'CodigoFipe': '005278-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '0h5crw5x0fnc', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GT 2.0 Mi Total Flex 8V 4p,4703,59,2012 Gasolina,2012-1,2012,Gasolina,1,"{'Valor': 'R$ 51.767,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GT 2.0 Mi Total Flex 8V 4p', 'AnoModelo': 2012, 'Combustivel': 'Gasolina', 'CodigoFipe': '005278-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'yw85kt7x19j4', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GT 2.0 Mi Total Flex 8V 4p,4703,59,2011 Gasolina,2011-1,2011,Gasolina,1,"{'Valor': 'R$ 47.753,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GT 2.0 Mi Total Flex 8V 4p', 'AnoModelo': 2011, 'Combustivel': 'Gasolina', 'CodigoFipe': '005278-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'xc66ld279wfx', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GT 2.0 Mi Total Flex 8V 4p,4703,59,2010 Gasolina,2010-1,2010,Gasolina,1,"{'Valor': 'R$ 44.754,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GT 2.0 Mi Total Flex 8V 4p', 'AnoModelo': 2010, 'Combustivel': 'Gasolina', 'CodigoFipe': '005278-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'v7145qxhr5p', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GT 2.0 Mi Total Flex 8V 4p,4703,59,2009 Gasolina,2009-1,2009,Gasolina,1,"{'Valor': 'R$ 41.861,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GT 2.0 Mi Total Flex 8V 4p', 'AnoModelo': 2009, 'Combustivel': 'Gasolina', 'CodigoFipe': '005278-7', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 't44m37wj4j8q', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GTE TSI 1.4 16V Híbrido Aut.,8943,59,2020 Gasolina,2020-1,2020,Gasolina,1,"{'Valor': 'R$ 174.485,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GTE TSI 1.4 16V Híbrido Aut.', 'AnoModelo': 2020, 'Combustivel': 'Gasolina', 'CodigoFipe': '005519-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'jxxbn9j6v8dd6', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.,2446,59,2009 Gasolina,2009-1,2009,Gasolina,1,"{'Valor': 'R$ 53.345,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.', 'AnoModelo': 2009, 'Combustivel': 'Gasolina', 'CodigoFipe': '005171-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'zhsqr6m1xb8q', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.,2446,59,2008 Gasolina,2008-1,2008,Gasolina,1,"{'Valor': 'R$ 52.043,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.', 'AnoModelo': 2008, 'Combustivel': 'Gasolina', 'CodigoFipe': '005171-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'y0jhdz1z4b5h', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.,2446,59,2007 Gasolina,2007-1,2007,Gasolina,1,"{'Valor': 'R$ 48.049,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.', 'AnoModelo': 2007, 'Combustivel': 'Gasolina', 'CodigoFipe': '005171-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'xhpssgc8m418', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.,2446,59,2006 Gasolina,2006-1,2006,Gasolina,1,"{'Valor': 'R$ 46.877,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.', 'AnoModelo': 2006, 'Combustivel': 'Gasolina', 'CodigoFipe': '005171-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'w1ys6hyb23y1', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.,2446,59,2005 Gasolina,2005-1,2005,Gasolina,1,"{'Valor': 'R$ 45.733,00', 'Marca': 'VW - VolksWagen', 'Modelo': 'Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.', 'AnoModelo': 2005, 'Combustivel': 'Gasolina', 'CodigoFipe': '005171-3', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'wmjz3sy4xlvt', 'TipoVeiculo': 1, 'SiglaCombustivel': 'G', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 13:37'}"
