nome_veiculo,cod_veiculo,cod_marca,ano_combustivel,ano_cod_combustivel,Ano,Combustivel,cod_combustivel,ResultadoTabelaFipe
Ranger XL 3.0 PSE 163cv 4x2 CD TB Diesel,3814,22,2006 Diesel,2006-3,2006,Diesel,3,"{'Valor': 'R$ 44.493,00', 'Marca': 'Ford', 'Modelo': 'Ranger XL 3.0 PSE 163cv 4x2 CD TB Diesel', 'AnoModelo': 2006, 'Combustivel': 'Diesel', 'CodigoFipe': '003298-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'v4z9bwkjzmzp', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 18:17'}"
Ranger XL 3.0 PSE 163cv 4x2 CD TB Diesel,3814,22,2005 Diesel,2005-3,2005,Diesel,3,"{'Valor': 'R$ 43.407,00', 'Marca': 'Ford', 'Modelo': 'Ranger XL 3.0 PSE 163cv 4x2 CD TB Diesel', 'AnoModelo': 2005, 'Combustivel': 'Diesel', 'CodigoFipe': '003298-0', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'vq8kr7sg2gwg', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 18:17'}"
Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel,3815,22,2012 Diesel,2012-3,2012,Diesel,3,"{'Valor': 'R$ 68.891,00', 'Marca': 'Ford', 'Modelo': 'Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel', 'AnoModelo': 2012, 'Combustivel': 'Diesel', 'CodigoFipe': '003299-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '5c167vfl62ks', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 18:17'}"
Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel,3815,22,2011 Diesel,2011-3,2011,Diesel,3,"{'Valor': 'R$ 63.716,00', 'Marca': 'Ford', 'Modelo': 'Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel', 'AnoModelo': 2011, 'Combustivel': 'Diesel', 'CodigoFipe': '003299-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '3fc8mp6btdgk', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 18:17'}"
Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel,3815,22,2010 Diesel,2010-3,2010,Diesel,3,"{'Valor': 'R$ 60.126,00', 'Marca': 'Ford', 'Modelo': 'Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel', 'AnoModelo': 2010, 'Combustivel': 'Diesel', 'CodigoFipe': '003299-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '119d22nwpccb', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 18:17'}"
Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel,3815,22,2009 Diesel,2009-3,2009,Diesel,3,"{'Valor': 'R$ 56.734,00', 'Marca': 'Ford', 'Modelo': 'Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel', 'AnoModelo': 2009, 'Combustivel': 'Diesel', 'CodigoFipe': '003299-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': '0sjjjqp5n79c', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 18:17'}"
Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel,3815,22,2008 Diesel,2008-3,2008,Diesel,3,"{'Valor': 'R$ 51.062,00', 'Marca': 'Ford', 'Modelo': 'Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel', 'AnoModelo': 2008, 'Combustivel': 'Diesel', 'CodigoFipe': '003299-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'ym0xx9svfd54', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 18:17'}"
Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel,3815,22,2007 Diesel,2007-3,2007,Diesel,3,"{'Valor': 'R$ 49.401,00', 'Marca': 'Ford', 'Modelo': 'Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel', 'AnoModelo': 2007, 'Combustivel': 'Diesel', 'CodigoFipe': '003299-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'x0j6jfnm4h2x', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 18:17'}"
Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel,3815,22,2006 Diesel,2006-3,2006,Diesel,3,"{'Valor': 'R$ 44.362,00', 'Marca': 'Ford', 'Modelo': 'Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel', 'AnoModelo': 2006, 'Combustivel': 'Diesel', 'CodigoFipe': '003299-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 'v3gn899ljrzp', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 18:17'}"
Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel,3815,22,2005 Diesel,2005-3,2005,Diesel,3,"{'Valor': 'R$ 41.451,00', 'Marca': 'Ford', 'Modelo': 'Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel', 'AnoModelo': 2005, 'Combustivel': 'Diesel', 'CodigoFipe': '003299-9', 'MesReferencia': 'agosto de 2024 ', 'Autenticacao': 't0bmfj1c47wg', 'TipoVeiculo': 1, 'SiglaCombustivel': 'D', 'DataConsulta': 'quarta-feira, 28 de agosto de 2024 18:17'}"
